net,length_um
u_cpu.REG_FILE.wd3\[9\],10.84
u_cpu.ALU.u_wallace._0290_,10.82
u_cpu.ALU.u_wallace._4399_,10.82
u_cpu.REG_FILE._04314_,10.82
u_cpu.REG_FILE.rf\[13\]\[24\],10.82
u_cpu.ALU.u_wallace._1686_,10.81
u_cpu.ALU._0382_,10.8
u_cpu.ALU.u_wallace._0972_,10.8
u_cpu.REG_FILE._01375_,10.8
u_cpu.REG_FILE._02621_,10.8
u_cpu.ALU.u_wallace._1332_,10.79
u_cpu.ALU._0168_,10.78
u_cpu.ALU._0928_,10.78
u_cpu.ALU.u_wallace._0164_,10.78
u_cpu.ALU.u_wallace._1781_,10.78
u_cpu.ALU.u_wallace._2304_,10.78
u_cpu.REG_FILE._01887_,10.78
u_cpu.REG_FILE._03068_,10.78
u_cpu.REG_FILE._04892_,10.78
u_cpu.REG_FILE._05064_,10.78
io_oeb[12],10.76
io_oeb[14],10.76
io_oeb[27],10.76
io_oeb[31],10.76
io_oeb[32],10.76
io_oeb[6],10.76
u_cpu.ALU._0166_,10.76
u_cpu.ALU.u_wallace._0453_,10.76
u_cpu.ALU.u_wallace._1438_,10.76
u_cpu.REG_FILE._04209_,10.76
u_cpu.REG_FILE._01505_,10.74
u_cpu.REG_FILE._02279_,10.74
u_cpu.REG_FILE._02909_,10.74
u_cpu.REG_FILE._03436_,10.74
u_cpu.REG_FILE.rf\[17\]\[7\],10.74
u_cpu.REG_FILE.rf\[28\]\[16\],10.74
u_cpu._0104_,10.74
u_cpu._0222_,10.74
u_cpu._0363_,10.74
u_cpu.REG_FILE._02086_,10.735
u_cpu.ALU.u_wallace._1943_,10.72
u_cpu.REG_FILE._02083_,10.72
u_cpu.REG_FILE._03874_,10.72
u_cpu.REG_FILE._04548_,10.72
u_cpu.REG_FILE._04886_,10.72
u_cpu.REG_FILE._04926_,10.71
u_cpu.ALU.u_wallace._0093_,10.7
u_cpu.ALU.u_wallace._0591_,10.7
u_cpu.ALU.u_wallace._2861_,10.7
u_cpu.ALU.u_wallace._3259_,10.7
u_cpu.ALU.u_wallace._3803_,10.7
u_cpu.REG_FILE._02509_,10.7
u_cpu.REG_FILE._02585_,10.7
u_cpu.REG_FILE.rf\[17\]\[30\],10.7
u_cpu._0196_,10.7
u_cpu._0626_,10.7
u_cpu.M_AXI_AWADDR\[11\],10.68
u_cpu.REG_FILE._05003_,10.68
u_cpu.REG_FILE._05037_,10.68
u_cpu.REG_FILE._05220_,10.68
u_cpu.ALU.u_wallace._0951_,10.66
u_cpu.ALU.u_wallace._2332_,10.66
u_cpu.ALU.u_wallace._2648_,10.66
u_cpu.ALU.u_wallace._3575_,10.66
u_cpu.ALU.u_wallace._4127_,10.66
u_cpu.ALU.u_wallace._4929_,10.66
u_cpu.REG_FILE._01576_,10.66
u_cpu.REG_FILE._03977_,10.66
u_cpu.REG_FILE._05154_,10.65
u_cpu.REG_FILE._05330_,10.65
u_cpu.REG_FILE._05687_,10.65
u_cpu.ALU.u_wallace._4320_,10.64
u_cpu.REG_FILE._01680_,10.64
u_cpu.REG_FILE._02277_,10.64
u_cpu.ALU._0112_,10.62
u_cpu.ALU.u_wallace._1388_,10.62
u_cpu.ALU.u_wallace._1456_,10.62
u_cpu.ALU.u_wallace._2540_,10.62
u_cpu.ALU.u_wallace._4817_,10.62
u_cpu.REG_FILE.rf\[19\]\[7\],10.62
u_cpu.REG_FILE.rf\[9\]\[25\],10.62
u_cpu.ALU.u_wallace._3990_,10.6
u_cpu.REG_FILE._04222_,10.58
u_cpu.REG_FILE._04253_,10.58
u_cpu.REG_FILE.rf\[7\]\[16\],10.58
u_cpu.ALU.u_wallace._1651_,10.56
u_cpu.REG_FILE._01867_,10.56
u_cpu.REG_FILE._03484_,10.56
u_cpu.REG_FILE._03941_,10.56
io_out[0],10.55
u_cpu.ALU.u_wallace._2783_,10.54
u_cpu.ALU.u_wallace._3299_,10.54
u_cpu.REG_FILE._04359_,10.54
u_cpu.REG_FILE.rf\[19\]\[26\],10.54
u_cpu._0445_,10.54
u_cpu.ALU.u_wallace._1416_,10.52
u_cpu.REG_FILE._03335_,10.52
u_cpu._0076_,10.52
u_cpu.ALU._0337_,10.5
u_cpu.ALU._1269_,10.5
u_cpu.ALU.u_wallace._0005_,10.5
u_cpu.ALU.u_wallace._1857_,10.5
u_cpu.ALU.u_wallace._3235_,10.5
u_cpu.ALU.u_wallace._3795_,10.5
u_cpu.ALU.u_wallace._1443_,10.48
u_cpu.M_AXI_AWADDR\[18\],10.48
u_cpu.REG_FILE._03643_,10.48
u_cpu.REG_FILE._04344_,10.48
u_cpu.ALU.u_wallace._2172_,10.46
u_cpu.ALU.u_wallace._3113_,10.46
u_cpu.ALU.u_wallace._4190_,10.46
u_cpu.REG_FILE._01693_,10.46
u_cpu.REG_FILE._02466_,10.46
u_cpu.REG_FILE.rf\[3\]\[25\],10.46
u_cpu._0419_,10.46
u_cpu._0429_,10.46
u_cpu.ALU._0252_,10.44
u_cpu.ALU.u_wallace._1000_,10.44
u_cpu.ALU.u_wallace._3103_,10.44
u_cpu.ALU._0294_,10.42
u_cpu.ALU.u_wallace._0784_,10.42
u_cpu.ALU.u_wallace._2141_,10.42
u_cpu.ALU.u_wallace._3133_,10.42
u_cpu.IMEM.a\[23\],10.42
u_cpu.REG_FILE._01334_,10.42
u_cpu.REG_FILE._01694_,10.42
u_cpu.REG_FILE._05356_,10.42
u_cpu._0624_,10.42
u_cpu.ALU.u_wallace._3410_,10.4
u_cpu.ALU.u_wallace._4918_,10.4
u_cpu.REG_FILE._03762_,10.4
u_cpu.REG_FILE._04418_,10.4
u_cpu.REG_FILE._05114_,10.4
u_cpu.REG_FILE._05333_,10.4
u_cpu.REG_FILE._05544_,10.4
u_cpu.REG_FILE._05549_,10.4
u_cpu.REG_FILE.rf\[31\]\[23\],10.4
u_cpu._0411_,10.4
u_cpu.ALU.u_wallace._1599_,10.38
u_cpu.ALU.u_wallace._2962_,10.38
u_cpu.ALU.u_wallace._3785_,10.38
u_cpu.IMEM._0300_,10.38
u_cpu.REG_FILE._02862_,10.38
u_cpu._0178_,10.38
u_cpu.ALU._1245_,10.36
u_cpu.ALU.u_wallace._3570_,10.36
u_cpu.ALU.u_wallace._3729_,10.36
u_cpu.REG_FILE._01977_,10.36
u_cpu.REG_FILE.rf\[5\]\[30\],10.36
u_cpu._0551_,10.35
u_cpu.ALU._0571_,10.34
u_cpu.ALU._1234_,10.34
u_cpu.ALU.u_wallace._0969_,10.34
u_cpu.ALU.u_wallace._2438_,10.34
u_cpu.ALU.u_wallace._3599_,10.34
u_cpu.REG_FILE._03028_,10.34
u_cpu.REG_FILE._03789_,10.34
u_cpu.REG_FILE._05096_,10.34
u_cpu.REG_FILE._05308_,10.34
u_cpu.REG_FILE._05321_,10.34
u_cpu._0158_,10.34
u_cpu.ALU.u_wallace._2191_,10.335
u_cpu.ALU._1224_,10.33
u_cpu.REG_FILE._01048_,10.32
u_cpu.REG_FILE._01809_,10.32
u_cpu.REG_FILE._01879_,10.32
u_cpu.REG_FILE._02310_,10.32
u_cpu.REG_FILE._04394_,10.32
u_cpu._0474_,10.32
u_cpu.REG_FILE._05513_,10.31
io_oeb[15],10.3
io_oeb[17],10.3
io_oeb[22],10.3
io_oeb[23],10.3
io_oeb[28],10.3
io_oeb[5],10.3
io_oeb[8],10.3
u_cpu.ALU._1333_,10.3
u_cpu.ALU.u_wallace._0048_,10.3
u_cpu.ALU.u_wallace._1069_,10.3
u_cpu.ALU.u_wallace._2391_,10.3
u_cpu.IMEM._0860_,10.3
u_cpu.ALU.u_wallace._4195_,10.28
u_cpu.ALU.u_wallace._4856_,10.28
u_cpu.IMEM._0496_,10.28
u_cpu.REG_FILE._01438_,10.28
u_cpu.REG_FILE._03278_,10.28
u_cpu.REG_FILE._03609_,10.28
u_cpu.REG_FILE._03997_,10.28
u_cpu._0365_,10.28
u_cpu._0394_,10.28
u_cpu._0403_,10.28
u_cpu.REG_FILE._00775_,10.275
u_cpu.IMEM._0880_,10.26
u_cpu.REG_FILE._02545_,10.26
u_cpu.REG_FILE._05373_,10.26
u_cpu.REG_FILE.rf\[31\]\[4\],10.26
u_cpu.ALU._0558_,10.25
u_cpu.ALU.u_wallace._4236_,10.24
u_cpu.IMEM._0506_,10.24
u_cpu.REG_FILE._01884_,10.24
u_cpu.REG_FILE._03933_,10.24
u_cpu.REG_FILE._04131_,10.24
u_cpu.REG_FILE.rf\[26\]\[30\],10.24
u_cpu._0378_,10.24
u_cpu.REG_FILE._00016_,10.225
u_cpu.REG_FILE._03366_,10.22
u_cpu.ALU.u_wallace._3981_,10.21
u_cpu.ALU._0063_,10.2
u_cpu.ALU._0225_,10.2
u_cpu.ALU._0381_,10.2
u_cpu.ALU._0477_,10.2
u_cpu.ALU._1106_,10.2
u_cpu.ALU.u_wallace._1835_,10.2
u_cpu.ALU.u_wallace._2235_,10.2
u_cpu.ALU.u_wallace._3174_,10.2
u_cpu.ALU.u_wallace._4140_,10.2
u_cpu.IMEM._0215_,10.2
u_cpu.IMEM._0681_,10.2
u_cpu.REG_FILE._01782_,10.2
u_cpu.REG_FILE._03744_,10.2
u_cpu.REG_FILE._03991_,10.2
u_cpu.ALU.u_wallace._1755_,10.19
u_cpu.REG_FILE._04706_,10.19
u_cpu.ALU.u_wallace._4336_,10.18
u_cpu.ALU.u_wallace._4902_,10.18
u_cpu.REG_FILE._01278_,10.18
u_cpu.REG_FILE._01856_,10.18
u_cpu._0324_,10.18
u_cpu.ALU._0006_,10.16
u_cpu.ALU._0194_,10.16
u_cpu.ALU._0887_,10.16
u_cpu.ALU.u_wallace._3730_,10.16
u_cpu.IMEM._0588_,10.16
u_cpu.REG_FILE._02744_,10.16
u_cpu._0354_,10.16
u_cpu.ALU._0047_,10.14
u_cpu.ALU.u_wallace._1033_,10.14
u_cpu.ALU.u_wallace._4194_,10.14
u_cpu.REG_FILE._00501_,10.125
u_cpu.ALU.u_wallace._1295_,10.12
u_cpu.ALU.u_wallace._1750_,10.12
u_cpu.REG_FILE._03543_,10.12
u_cpu.REG_FILE._03718_,10.12
u_cpu.REG_FILE._04950_,10.12
u_cpu.REG_FILE._03306_,10.1
u_cpu._0020_,10.1
u_cpu.ALU.u_wallace._4359_,10.09
u_cpu.ALU._0671_,10.08
u_cpu.ALU.u_wallace._0677_,10.08
u_cpu.ALU.u_wallace._2164_,10.08
u_cpu.ALU.u_wallace._4111_,10.08
u_cpu.ALU.u_wallace._4429_,10.08
u_cpu.ALU.u_wallace._4889_,10.08
u_cpu.IMEM._0686_,10.08
u_cpu.REG_FILE.rf\[22\]\[0\],10.08
u_cpu.ALU.u_wallace._0073_,10.07
u_cpu.ALU.u_wallace._3991_,10.06
u_cpu.IMEM._0709_,10.06
u_cpu.REG_FILE._02842_,10.06
_71944_,10.04
u_cpu.ALU._0656_,10.04
u_cpu.ALU._0886_,10.04
u_cpu.ALU.u_wallace._0866_,10.04
u_cpu.ALU.u_wallace._3677_,10.04
u_cpu.ALU.u_wallace._3787_,10.04
u_cpu.ALU.u_wallace._4423_,10.04
u_cpu.IMEM.a\[21\],10.04
u_cpu.REG_FILE.rf\[17\]\[31\],10.04
u_cpu.ALU._0472_,10.02
u_cpu.ALU.u_wallace._2117_,10.02
u_cpu.IMEM._0475_,10.02
u_cpu.IMEM._0641_,10.02
u_cpu.ALU._0107_,10
u_cpu.REG_FILE._03693_,10
u_cpu.REG_FILE._04000_,10
u_cpu._0362_,10
u_cpu.IMEM._0379_,9.985
u_cpu.ALU.u_wallace._3017_,9.98
u_cpu.ALU.u_wallace._3156_,9.98
u_cpu.ALU.u_wallace._0708_,9.96
u_cpu.ALU.u_wallace._1247_,9.96
u_cpu.ALU.u_wallace._1684_,9.96
u_cpu.ALU.u_wallace._2824_,9.96
u_cpu.ALU.u_wallace._4389_,9.96
u_cpu.IMEM._0481_,9.96
u_cpu.REG_FILE._03550_,9.96
u_cpu.REG_FILE._04574_,9.96
u_cpu.REG_FILE._05068_,9.96
u_cpu._0471_,9.96
u_cpu.REG_FILE._04896_,9.95
u_cpu.ALU.u_wallace._2296_,9.94
u_cpu.REG_FILE.rf\[11\]\[16\],9.94
u_cpu.REG_FILE.rf\[17\]\[24\],9.94
u_cpu._0184_,9.92
u_cpu.ALU.u_wallace._4666_,9.915
u_cpu.REG_FILE._02530_,9.9
u_cpu.REG_FILE.rf\[18\]\[29\],9.9
u_cpu._0285_,9.9
u_cpu.ALU.u_wallace._0537_,9.895
u_cpu.REG_FILE._03529_,9.88
u_cpu.REG_FILE._03634_,9.88
u_cpu.REG_FILE._03735_,9.88
u_cpu.REG_FILE._04102_,9.88
u_cpu._0329_,9.88
u_cpu.ALU.u_wallace._4196_,9.87
u_cpu.REG_FILE._00264_,9.865
u_cpu.ALU._0076_,9.86
u_cpu.ALU._0383_,9.86
u_cpu.ALU._1186_,9.86
u_cpu.ALU.u_wallace._1665_,9.86
u_cpu.ALU.u_wallace._4326_,9.86
u_cpu.ALU.u_wallace._4879_,9.86
u_cpu.M_AXI_AWADDR\[23\],9.86
u_cpu.REG_FILE._01628_,9.86
u_cpu.REG_FILE._02145_,9.86
u_cpu.REG_FILE._02179_,9.86
u_cpu.REG_FILE._02609_,9.86
u_cpu.REG_FILE._03340_,9.86
u_cpu.ALU.u_wallace._3130_,9.845
u_cpu.ALU.u_wallace._0549_,9.84
u_cpu.ALU.u_wallace._0942_,9.84
u_cpu.ALU.u_wallace._1276_,9.84
u_cpu.ALU.u_wallace._2572_,9.84
u_cpu.ALU.u_wallace._3029_,9.84
u_cpu.REG_FILE._04535_,9.84
u_cpu.REG_FILE.rf\[19\]\[9\],9.84
u_cpu.REG_FILE.wd3\[8\],9.84
u_cpu.REG_FILE._00250_,9.825
u_cpu.ALU._0572_,9.82
u_cpu.ALU._0668_,9.82
u_cpu.ALU._0892_,9.82
u_cpu.ALU._0999_,9.82
u_cpu.ALU.u_wallace._1959_,9.82
u_cpu.ALU.u_wallace._2972_,9.82
u_cpu.ALU.u_wallace._3044_,9.82
u_cpu.ALU.u_wallace._4047_,9.82
u_cpu.REG_FILE._01542_,9.82
u_cpu.REG_FILE._02067_,9.82
u_cpu.REG_FILE._02134_,9.82
u_cpu.REG_FILE._02321_,9.82
u_cpu.REG_FILE.rf\[1\]\[30\],9.82
u_cpu.REG_FILE.rf\[5\]\[12\],9.82
u_cpu._0254_,9.82
u_cpu._0522_,9.82
u_cpu.counter\[17\],9.82
u_cpu.ALU.u_wallace._0794_,9.8
u_cpu.ALU.u_wallace._3897_,9.8
u_cpu.REG_FILE._03573_,9.8
u_cpu.REG_FILE._04575_,9.8
u_cpu.REG_FILE._04745_,9.8
u_cpu._0227_,9.8
u_cpu._0618_,9.8
u_cpu.REG_FILE._02654_,9.79
u_cpu.ALU._1126_,9.78
u_cpu.ALU.u_wallace._0485_,9.78
u_cpu.ALU.u_wallace._0786_,9.78
u_cpu.ALU.u_wallace._2418_,9.78
u_cpu.REG_FILE._01100_,9.78
u_cpu.REG_FILE._01647_,9.78
u_cpu.REG_FILE._02416_,9.78
u_cpu.REG_FILE._02730_,9.78
u_cpu.REG_FILE._03423_,9.78
u_cpu.REG_FILE._03782_,9.78
u_cpu.REG_FILE._04040_,9.78
u_cpu.REG_FILE._05590_,9.77
u_cpu.ALU.u_wallace._3690_,9.76
u_cpu.REG_FILE._02119_,9.76
u_cpu.ALU._0422_,9.74
u_cpu.ALU._0561_,9.74
u_cpu.ALU.u_wallace._1347_,9.74
u_cpu.ALU.u_wallace._1479_,9.74
u_cpu.ALU.u_wallace._2430_,9.74
u_cpu.ALU.u_wallace._3943_,9.74
u_cpu.ALU.u_wallace._4803_,9.74
u_cpu.REG_FILE._02069_,9.74
u_cpu.REG_FILE._02413_,9.74
u_cpu.REG_FILE._03456_,9.74
u_cpu.REG_FILE._05207_,9.74
u_cpu.REG_FILE._05432_,9.74
u_cpu.REG_FILE.rf\[29\]\[15\],9.74
u_cpu._0148_,9.74
u_cpu._0633_,9.74
u_cpu.REG_FILE._04829_,9.73
u_cpu.ALU.u_wallace._3106_,9.72
u_cpu.REG_FILE._04562_,9.72
u_cpu.ALU._1181_,9.7
u_cpu.ALU.u_wallace._0098_,9.7
u_cpu.ALU.u_wallace._0632_,9.7
u_cpu.ALU.u_wallace._2483_,9.7
u_cpu.IMEM._0628_,9.7
u_cpu.REG_FILE._04915_,9.7
u_cpu.REG_FILE.rf\[18\]\[20\],9.7
u_cpu.REG_FILE.rf\[31\]\[25\],9.7
u_cpu.ALU.u_wallace._0667_,9.68
u_cpu.ALU.u_wallace._3817_,9.68
u_cpu.IMEM._0606_,9.68
u_cpu.REG_FILE._04839_,9.68
u_cpu.REG_FILE._04954_,9.68
u_cpu.REG_FILE.rf\[25\]\[13\],9.68
u_cpu.REG_FILE.rf\[31\]\[20\],9.68
u_cpu._0556_,9.68
u_cpu.REG_FILE._00596_,9.665
u_cpu.ALU.u_wallace._1721_,9.66
u_cpu.ALU.u_wallace._4107_,9.66
u_cpu.ALU.u_wallace._4592_,9.66
u_cpu.REG_FILE._01557_,9.66
u_cpu.REG_FILE._02524_,9.66
u_cpu.REG_FILE._05620_,9.66
u_cpu.REG_FILE.rf\[7\]\[30\],9.66
u_cpu._0005_,9.66
u_cpu.ALU.u_wallace._4385_,9.65
u_cpu.ALU.u_wallace._0161_,9.64
u_cpu.REG_FILE._02068_,9.64
u_cpu.REG_FILE._02244_,9.64
u_cpu.REG_FILE._03092_,9.64
u_cpu.REG_FILE._03673_,9.64
u_cpu.ALU._0574_,9.62
u_cpu.ALU._1054_,9.62
u_cpu.ALU._1305_,9.62
u_cpu.ALU.u_wallace._1633_,9.62
u_cpu.ALU.u_wallace._3664_,9.62
u_cpu.ALU.u_wallace._3721_,9.62
u_cpu.IMEM._0651_,9.62
u_cpu.IMEM._0663_,9.62
u_cpu.REG_FILE._02657_,9.62
u_cpu.REG_FILE._04529_,9.62
u_cpu._0335_,9.62
u_cpu.ALU.u_wallace._2597_,9.6
u_cpu.REG_FILE._03893_,9.6
u_cpu.REG_FILE._03948_,9.6
u_cpu.REG_FILE._04028_,9.6
u_cpu._0060_,9.6
u_cpu.ALU._1101_,9.58
u_cpu.ALU.u_wallace._1461_,9.58
u_cpu.ALU.u_wallace._3310_,9.58
u_cpu.ALU.u_wallace._3598_,9.58
u_cpu.REG_FILE._02375_,9.58
u_cpu.REG_FILE._03368_,9.58
u_cpu.REG_FILE.rf\[24\]\[10\],9.58
u_cpu._0515_,9.58
u_cpu.REG_FILE._05339_,9.575
u_cpu.ALU.u_wallace._3493_,9.56
u_cpu.ALU.u_wallace._3683_,9.56
u_cpu.ALU.u_wallace._0190_,9.54
u_cpu.ALU.u_wallace._0232_,9.54
u_cpu.ALU.u_wallace._3169_,9.54
u_cpu.ALU.u_wallace._4346_,9.54
u_cpu.REG_FILE._01323_,9.54
u_cpu.REG_FILE._04296_,9.54
u_cpu.REG_FILE.rf\[19\]\[5\],9.54
u_cpu._0181_,9.54
u_cpu.ALU._0221_,9.52
u_cpu.REG_FILE._04868_,9.52
u_cpu.ALU.u_wallace._0017_,9.5
u_cpu.ALU.u_wallace._3463_,9.5
u_cpu.ALU.u_wallace._4315_,9.5
u_cpu.ALU.u_wallace._4440_,9.5
u_cpu.REG_FILE._01312_,9.5
u_cpu.REG_FILE._02299_,9.5
u_cpu.REG_FILE._03190_,9.5
u_cpu.REG_FILE.rf\[11\]\[24\],9.5
u_cpu._0006_,9.485
u_cpu.ALU.u_wallace._2006_,9.48
u_cpu.ALU.u_wallace._2992_,9.48
u_cpu.IMEM._0722_,9.48
u_cpu.REG_FILE._04514_,9.48
u_cpu.REG_FILE.rf\[17\]\[26\],9.48
u_cpu.REG_FILE.rf\[3\]\[12\],9.48
u_cpu.REG_FILE.rf\[3\]\[14\],9.48
u_cpu.ALU.u_wallace._0266_,9.46
u_cpu.ALU.u_wallace._2669_,9.46
u_cpu.ALU.u_wallace._4189_,9.46
u_cpu.ALUResult_W_Reg\[27\],9.46
u_cpu.REG_FILE.rf\[28\]\[24\],9.46
u_cpu.REG_FILE.rf\[28\]\[27\],9.46
u_cpu.counter\[11\],9.46
u_cpu.ALU.u_wallace._3462_,9.45
u_cpu.ALU.u_wallace._4028_,9.44
u_cpu.REG_FILE._02719_,9.44
u_cpu.REG_FILE.rf\[5\]\[13\],9.44
u_cpu.REG_FILE._05597_,9.43
u_cpu.ALU.u_wallace._3932_,9.42
u_cpu.REG_FILE._02060_,9.42
u_cpu.REG_FILE._04218_,9.42
u_cpu.REG_FILE._05445_,9.42
u_cpu.REG_FILE._00379_,9.405
u_cpu.ALU.u_wallace._3264_,9.4
u_cpu.ALU.u_wallace._3574_,9.4
u_cpu.ALU.u_wallace._4772_,9.4
u_cpu.ALU.u_wallace._4869_,9.4
u_cpu.M_AXI_WDATA\[29\],9.4
u_cpu.REG_FILE._01213_,9.4
u_cpu.REG_FILE._04265_,9.4
u_cpu.REG_FILE._05208_,9.4
u_cpu.REG_FILE._05214_,9.4
u_cpu.ALU._1309_,9.38
u_cpu.ALU.u_wallace._3937_,9.38
u_cpu.ALU.u_wallace._4379_,9.38
u_cpu.ALU.u_wallace._4781_,9.38
u_cpu.REG_FILE._03730_,9.38
u_cpu.REG_FILE._05104_,9.38
u_cpu.REG_FILE.rf\[17\]\[17\],9.38
u_cpu.ALU.u_wallace._2996_,9.375
u_cpu.REG_FILE._00354_,9.365
u_cpu.ALU.u_wallace._0869_,9.36
u_cpu.ALU.u_wallace._1163_,9.36
u_cpu.ALU.u_wallace._1829_,9.36
u_cpu.ALU.u_wallace._1918_,9.36
u_cpu.ALU.u_wallace._3393_,9.36
u_cpu.ALU.u_wallace._4055_,9.36
u_cpu.ALU.u_wallace._4432_,9.36
u_cpu.ALU.u_wallace._4890_,9.36
u_cpu.IMEM._0601_,9.36
u_cpu.REG_FILE._01451_,9.36
u_cpu.REG_FILE._03349_,9.36
u_cpu.REG_FILE._04210_,9.36
u_cpu.REG_FILE._04865_,9.36
u_cpu.REG_FILE.wd3\[19\],9.36
u_cpu._0345_,9.36
u_cpu.ALU.u_wallace._1616_,9.34
u_cpu.ALU.u_wallace._2906_,9.34
u_cpu.ALU.u_wallace._4762_,9.34
u_cpu.REG_FILE._03985_,9.34
u_cpu.REG_FILE._04540_,9.34
u_cpu.REG_FILE._04560_,9.34
u_cpu.REG_FILE._04625_,9.34
u_cpu.REG_FILE._04756_,9.34
u_cpu.REG_FILE._05117_,9.34
u_cpu.REG_FILE._05212_,9.34
u_cpu.REG_FILE._05353_,9.34
u_cpu.REG_FILE._05664_,9.34
u_cpu.REG_FILE.rf\[3\]\[18\],9.34
u_cpu.ALU._0310_,9.32
u_cpu.ALU.u_wallace._0095_,9.32
u_cpu.ALU.u_wallace._0615_,9.32
u_cpu.ALU.u_wallace._1576_,9.32
u_cpu.ALU.u_wallace._2924_,9.32
u_cpu.REG_FILE._01827_,9.32
u_cpu.REG_FILE._02075_,9.32
u_cpu.REG_FILE._05580_,9.32
u_cpu.REG_FILE.rf\[27\]\[15\],9.32
u_cpu._0546_,9.32
io_oeb[7],9.31
u_cpu.ALU.u_wallace._3076_,9.3
u_cpu.REG_FILE._01706_,9.3
u_cpu.REG_FILE._01728_,9.3
u_cpu.ALU.u_wallace._1790_,9.295
u_cpu.ALU.u_wallace._4611_,9.29
u_cpu._0525_,9.29
u_cpu.ALU.u_wallace._1219_,9.28
u_cpu.ALU.u_wallace._2777_,9.28
u_cpu.REG_FILE._02419_,9.28
u_cpu.REG_FILE._02915_,9.28
u_cpu.REG_FILE._03503_,9.28
u_cpu.REG_FILE._03830_,9.28
u_cpu.REG_FILE._04620_,9.28
u_cpu.REG_FILE.rf\[0\]\[12\],9.28
u_cpu.REG_FILE.rf\[20\]\[4\],9.28
u_cpu._0142_,9.28
u_cpu.REG_FILE._04716_,9.27
u_cpu.ALU.u_wallace._0248_,9.26
u_cpu.ALU.u_wallace._0322_,9.26
u_cpu.ALU.u_wallace._4290_,9.26
u_cpu.REG_FILE._02096_,9.26
u_cpu.REG_FILE._03362_,9.26
u_cpu.REG_FILE._05014_,9.26
u_cpu._0264_,9.26
u_cpu.ALU.u_wallace._3385_,9.245
u_cpu.ALU._0003_,9.24
u_cpu.ALU.u_wallace._0299_,9.24
u_cpu.ALU.u_wallace._0956_,9.24
u_cpu.ALU.u_wallace._1021_,9.24
u_cpu.ALU.u_wallace._2003_,9.24
u_cpu.ALU.u_wallace._2919_,9.24
u_cpu.ALU.u_wallace._3612_,9.24
u_cpu.IMEM._0624_,9.24
u_cpu.REG_FILE._02481_,9.24
u_cpu._0240_,9.24
u_cpu._0426_,9.24
u_cpu.REG_FILE._00298_,9.225
u_cpu.REG_FILE._05177_,9.22
u_cpu.ALU._1301_,9.2
u_cpu.ALU.u_wallace._1779_,9.2
u_cpu.ALU.u_wallace._2921_,9.2
u_cpu.ALU.u_wallace._4355_,9.2
u_cpu.REG_FILE._01670_,9.2
u_cpu.REG_FILE._03116_,9.2
u_cpu.REG_FILE._03314_,9.2
u_cpu.REG_FILE._03566_,9.2
u_cpu.REG_FILE._04061_,9.2
u_cpu.ALU.u_wallace._3278_,9.195
u_cpu.REG_FILE._03380_,9.19
u_cpu.REG_FILE._00178_,9.185
u_cpu.REG_FILE._00417_,9.185
u_cpu.REG_FILE._01608_,9.18
u_cpu.ALU._0274_,9.16
u_cpu.ALU._0996_,9.16
u_cpu.ALU.u_wallace._1199_,9.16
u_cpu.ALU.u_wallace._1956_,9.16
u_cpu.ALU.u_wallace._2126_,9.16
u_cpu.ALU.u_wallace._3346_,9.16
u_cpu.ALU.u_wallace._3931_,9.16
u_cpu.REG_FILE._02868_,9.16
u_cpu.REG_FILE._05016_,9.16
u_cpu.ALU._0084_,9.14
u_cpu.ALU._0884_,9.14
u_cpu.REG_FILE._01459_,9.14
u_cpu.ALU._1042_,9.12
u_cpu.ALU.u_wallace._0947_,9.12
u_cpu.ALU.u_wallace._1082_,9.12
u_cpu.ALU.u_wallace._2080_,9.12
u_cpu.ALU.u_wallace._3527_,9.12
u_cpu.REG_FILE._02210_,9.12
u_cpu.REG_FILE._02757_,9.12
u_cpu._0632_,9.12
u_cpu.counter\[3\],9.12
u_cpu.ALU._1260_,9.1
u_cpu.ALU.u_wallace._0410_,9.08
u_cpu.ALU.u_wallace._2546_,9.08
u_cpu.ALU.u_wallace._3138_,9.08
u_cpu.ALU.u_wallace._3227_,9.08
u_cpu.REG_FILE._02414_,9.08
u_cpu.REG_FILE._05051_,9.08
u_cpu._0298_,9.08
u_cpu.ALU.u_wallace._3756_,9.06
u_cpu.REG_FILE._03677_,9.06
u_cpu.ALU._0736_,9.04
u_cpu.ALU.u_wallace._1638_,9.04
u_cpu.ALU.u_wallace._4591_,9.04
u_cpu.REG_FILE._01116_,9.04
u_cpu.REG_FILE._01545_,9.04
u_cpu.REG_FILE._02495_,9.04
u_cpu.REG_FILE._03791_,9.04
u_cpu.REG_FILE._04640_,9.04
u_cpu.REG_FILE._04809_,9.04
u_cpu.REG_FILE._05100_,9.04
u_cpu.REG_FILE._05146_,9.04
u_cpu.REG_FILE._05431_,9.04
u_cpu.ALU.u_wallace._3604_,9.02
u_cpu.REG_FILE._03216_,9.02
u_cpu.REG_FILE._04542_,9.02
u_cpu.REG_FILE._04870_,9.02
u_cpu.REG_FILE._05085_,9.02
u_cpu.REG_FILE._05196_,9.02
u_cpu.REG_FILE._05529_,9.02
u_cpu.REG_FILE.rf\[17\]\[15\],9.02
u_cpu.ALU._0167_,9
u_cpu.ALU.u_wallace._0351_,9
u_cpu.ALU.u_wallace._0987_,9
u_cpu.ALU.u_wallace._3479_,9
