net,length_um
u_cpu.ALU.u_wallace._3518_,12.94
u_cpu._0351_,12.94
u_cpu._0508_,12.94
u_cpu.ALU._0529_,12.92
u_cpu.ALU._1160_,12.92
u_cpu.ALU.u_wallace._0789_,12.92
u_cpu.ALU.u_wallace._3037_,12.92
u_cpu.ALU.u_wallace._4489_,12.92
u_cpu.REG_FILE._04273_,12.92
u_cpu.REG_FILE._05001_,12.92
u_cpu.REG_FILE.rf\[5\]\[10\],12.92
u_cpu._0021_,12.92
u_cpu.ALU.u_wallace._3350_,12.9
u_cpu.ALU.u_wallace._4743_,12.9
u_cpu.REG_FILE._02394_,12.9
u_cpu.REG_FILE.rf\[26\]\[31\],12.9
u_cpu.REG_FILE.rf\[27\]\[20\],12.9
u_cpu._0385_,12.9
u_cpu.ALU._0861_,12.88
u_cpu.ALU.u_wallace._2589_,12.88
u_cpu.ALU.u_wallace._3655_,12.88
u_cpu.REG_FILE._03358_,12.88
u_cpu.REG_FILE.rf\[31\]\[22\],12.88
u_cpu.ALU.u_wallace._1620_,12.86
u_cpu.REG_FILE._01346_,12.86
u_cpu.REG_FILE._03713_,12.86
u_cpu.REG_FILE.rf\[19\]\[27\],12.86
u_cpu.ALU._0639_,12.84
u_cpu.ALU.u_wallace._0553_,12.84
u_cpu.ALU.u_wallace._0678_,12.84
u_cpu.ALU.u_wallace._1763_,12.84
u_cpu.ALU.u_wallace._1963_,12.84
u_cpu.ALU.u_wallace._2441_,12.84
u_cpu.ALU.u_wallace._3709_,12.84
u_cpu.REG_FILE._03499_,12.84
u_cpu.REG_FILE._03532_,12.84
u_cpu.REG_FILE.rf\[30\]\[25\],12.84
u_cpu.ALU.u_wallace._4799_,12.83
u_cpu.ALU._0809_,12.82
u_cpu.ALU.u_wallace._1568_,12.82
u_cpu.ALU.u_wallace._1881_,12.82
u_cpu.REG_FILE._04354_,12.82
u_cpu.ALU._0131_,12.8
u_cpu.ALU.u_wallace._0631_,12.8
u_cpu.ALU.u_wallace._3361_,12.8
u_cpu.REG_FILE._02324_,12.8
u_cpu.REG_FILE.rf\[5\]\[23\],12.8
u_cpu._0190_,12.8
u_cpu.REG_FILE._01760_,12.795
u_cpu.REG_FILE._03708_,12.79
u_cpu.ALU.u_wallace._0579_,12.78
u_cpu.ALU.u_wallace._1044_,12.78
u_cpu.ALU._0480_,12.76
u_cpu.ALU.u_wallace._1745_,12.76
u_cpu.ALU.u_wallace._2320_,12.76
u_cpu.ALU.u_wallace._4705_,12.76
u_cpu.REG_FILE._01068_,12.76
u_cpu.REG_FILE._01248_,12.76
u_cpu.REG_FILE._03678_,12.76
u_cpu.REG_FILE.rf\[11\]\[27\],12.76
u_cpu.ALU._0843_,12.74
u_cpu.REG_FILE._02100_,12.74
u_cpu.REG_FILE._04550_,12.74
u_cpu.REG_FILE.rf\[15\]\[12\],12.74
u_cpu.REG_FILE._02685_,12.73
u_cpu.REG_FILE._02709_,12.73
u_cpu.ALU.u_wallace._1996_,12.72
u_cpu.ALU.u_wallace._2034_,12.72
u_cpu.ALU.u_wallace._4093_,12.72
u_cpu.IMEM._0006_,12.72
u_cpu.IMEM._0280_,12.72
u_cpu.REG_FILE._03627_,12.72
u_cpu.ALU.u_wallace._1412_,12.7
u_cpu.ALU.u_wallace._1617_,12.7
u_cpu.ALU.u_wallace._4912_,12.7
u_cpu.REG_FILE._03862_,12.7
u_cpu._0263_,12.7
u_cpu.ALU._1246_,12.68
u_cpu.ALU.u_wallace._3522_,12.68
u_cpu.REG_FILE._01765_,12.68
u_cpu.REG_FILE.rf\[23\]\[17\],12.68
u_cpu._0495_,12.68
u_cpu.ALU._1102_,12.66
u_cpu.ALU.u_wallace._0832_,12.66
u_cpu.ALU.u_wallace._1215_,12.66
u_cpu.REG_FILE.rf\[15\]\[10\],12.66
u_cpu.REG_FILE.rf\[17\]\[29\],12.66
u_cpu.REG_FILE.rf\[28\]\[19\],12.66
u_cpu.ALU.u_wallace._1112_,12.64
u_cpu.ALU.u_wallace._1505_,12.64
u_cpu.ALU.u_wallace._1627_,12.64
u_cpu.ALU.u_wallace._4853_,12.64
u_cpu.REG_FILE._03341_,12.64
u_cpu.REG_FILE._04919_,12.64
u_cpu.ALU.u_wallace._0769_,12.62
u_cpu.ALU.u_wallace._2165_,12.62
u_cpu.REG_FILE._03916_,12.62
u_cpu.REG_FILE.rf\[27\]\[10\],12.62
u_cpu.REG_FILE.rf\[31\]\[31\],12.62
u_cpu.REG_FILE._00063_,12.605
u_cpu.ALU.u_wallace._0770_,12.6
u_cpu.ALU.u_wallace._3006_,12.6
u_cpu.REG_FILE._03922_,12.6
u_cpu.ALU.u_wallace._1506_,12.58
u_cpu.ALU.u_wallace._2803_,12.58
u_cpu.REG_FILE.rf\[20\]\[15\],12.58
u_cpu.ALU.u_wallace._0131_,12.56
u_cpu.ALU.u_wallace._1575_,12.56
u_cpu.ALU.u_wallace._3972_,12.56
u_cpu.ALU.u_wallace._4739_,12.56
u_cpu.ALU.u_wallace._3974_,12.54
u_cpu.REG_FILE._04270_,12.54
u_cpu._0368_,12.54
u_cpu.IMEM._0344_,12.53
u_cpu.ALU.u_wallace._2319_,12.51
u_cpu.ALU._0918_,12.5
u_cpu.ALU._1271_,12.5
u_cpu.ALU.u_wallace._0267_,12.5
u_cpu.ALU.u_wallace._0819_,12.5
u_cpu.ALU.u_wallace._4081_,12.5
u_cpu.ALU.u_wallace._4243_,12.5
u_cpu.IMEM._0838_,12.5
u_cpu.REG_FILE._01731_,12.5
u_cpu.REG_FILE._04857_,12.5
u_cpu.REG_FILE.rf\[5\]\[14\],12.5
u_cpu.REG_FILE.rf\[7\]\[12\],12.5
u_cpu.ALU._0327_,12.48
u_cpu.ALU.u_wallace._0945_,12.48
u_cpu.ALU.u_wallace._0688_,12.46
u_cpu.ALU.u_wallace._2524_,12.46
u_cpu.REG_FILE._04252_,12.46
u_cpu.ALU.u_wallace._1408_,12.44
u_cpu.ALU.u_wallace._4286_,12.44
u_cpu.ALU.u_wallace._4461_,12.44
u_cpu.ALU._0454_,12.42
u_cpu.ALU.u_wallace._1123_,12.42
u_cpu.ALU.u_wallace._1325_,12.42
u_cpu.REG_FILE._02380_,12.42
u_cpu.REG_FILE._02471_,12.42
u_cpu.REG_FILE._02820_,12.42
u_cpu._0183_,12.42
u_cpu.ALU._0173_,12.4
u_cpu.ALU.u_wallace._1063_,12.4
u_cpu.ALU.u_wallace._1692_,12.4
u_cpu.ALU.u_wallace._1868_,12.4
u_cpu.ALU.u_wallace._4187_,12.4
u_cpu.REG_FILE._01167_,12.4
u_cpu.REG_FILE._05501_,12.4
u_cpu.ALU.u_wallace._1255_,12.395
u_cpu.ALU.u_wallace._1983_,12.395
u_cpu.ALU._0412_,12.38
u_cpu.ALU.u_wallace._1571_,12.38
u_cpu.ALU.u_wallace._3535_,12.38
u_cpu.REG_FILE._01539_,12.38
u_cpu.REG_FILE._02088_,12.38
u_cpu.REG_FILE._02268_,12.38
u_cpu._0194_,12.38
u_cpu.ALU.u_wallace._2381_,12.36
u_cpu.ALU.u_wallace._4386_,12.36
u_cpu.REG_FILE._03506_,12.36
u_cpu.ALU.u_wallace._4526_,12.35
u_cpu.ALU._0346_,12.34
u_cpu.ALU.u_wallace._0590_,12.34
u_cpu.ALU.u_wallace._1006_,12.34
u_cpu.ALU.u_wallace._1373_,12.34
u_cpu.ALU.u_wallace._4009_,12.34
u_cpu.ALU.u_wallace._4395_,12.34
u_cpu.ALU.u_wallace._4765_,12.34
u_cpu.IMEM._0501_,12.34
u_cpu.REG_FILE._01758_,12.34
u_cpu.REG_FILE.rf\[24\]\[8\],12.34
u_cpu._0291_,12.34
u_cpu.ALU.u_wallace._3844_,12.33
u_cpu.ALU._0248_,12.32
u_cpu.REG_FILE.rf\[3\]\[30\],12.32
u_cpu.REG_FILE._02575_,12.31
u_cpu.ALU.u_wallace._3496_,12.3
u_cpu.REG_FILE.rf\[5\]\[3\],12.3
u_cpu.ALU.u_wallace._0962_,12.28
u_cpu.ALU.u_wallace._1030_,12.28
u_cpu.ALU.u_wallace._4709_,12.28
u_cpu.REG_FILE._01661_,12.28
u_cpu.REG_FILE._04217_,12.28
u_cpu.REG_FILE.rf\[26\]\[24\],12.28
u_cpu.ALU._0774_,12.26
u_cpu.ALU._0909_,12.26
u_cpu.ALU.u_wallace._1088_,12.26
u_cpu.ALU.u_wallace._4331_,12.26
u_cpu.REG_FILE._01614_,12.26
u_cpu.REG_FILE.rf\[6\]\[10\],12.26
u_cpu.ALU.ALUResult\[3\],12.24
u_cpu.ALU.u_wallace._1958_,12.24
u_cpu.REG_FILE._03033_,12.24
u_cpu._0400_,12.24
u_cpu.ALU._1094_,12.22
u_cpu.ALU.u_wallace._0264_,12.22
u_cpu.REG_FILE.rf\[10\]\[30\],12.22
u_cpu.REG_FILE.rf\[3\]\[4\],12.22
u_cpu.REG_FILE.rf\[6\]\[8\],12.22
u_cpu.ALU.u_wallace._0858_,12.2
u_cpu.ALU.u_wallace._3912_,12.2
u_cpu.ALU.u_wallace._4271_,12.2
u_cpu.REG_FILE.rf\[19\]\[13\],12.2
u_cpu.ALU.u_wallace._1337_,12.18
u_cpu.IMEM._0730_,12.18
u_cpu.REG_FILE.rf\[14\]\[5\],12.18
u_cpu.ALU._1190_,12.16
u_cpu.ALU.u_wallace._0096_,12.16
u_cpu.ALU.u_wallace._2041_,12.16
u_cpu.REG_FILE._02074_,12.16
u_cpu.REG_FILE._04669_,12.16
u_cpu.ALU._0002_,12.14
u_cpu.ALU.u_wallace._4475_,12.14
u_cpu.IMEM._0557_,12.14
u_cpu.REG_FILE._02889_,12.14
u_cpu.REG_FILE._04507_,12.14
u_cpu.REG_FILE.rf\[11\]\[23\],12.14
u_cpu.ALU.u_wallace._3074_,12.12
u_cpu.ALU.u_wallace._4309_,12.12
u_cpu.REG_FILE._03729_,12.12
u_cpu.ALU._0564_,12.1
u_cpu.ALU.u_wallace._0305_,12.1
u_cpu.ALU.u_wallace._3920_,12.1
u_cpu.REG_FILE._03080_,12.1
u_cpu.REG_FILE._03151_,12.1
u_cpu.REG_FILE._03370_,12.1
u_cpu.REG_FILE._04356_,12.1
u_cpu.REG_FILE._04714_,12.1
u_cpu.REG_FILE._05142_,12.1
u_cpu._0371_,12.1
u_cpu._0422_,12.1
u_cpu.ALU._0300_,12.08
u_cpu.ALU._0868_,12.08
u_cpu.ALU.u_wallace._1314_,12.08
u_cpu.ALU.u_wallace._1419_,12.08
u_cpu.ALU.u_wallace._1481_,12.08
u_cpu.ALU.u_wallace._2890_,12.08
u_cpu.ALU.u_wallace._4577_,12.08
u_cpu.ALU.u_wallace._4754_,12.08
u_cpu.REG_FILE._03745_,12.08
u_cpu._0287_,12.08
u_cpu.ALU.u_wallace._0390_,12.06
u_cpu.REG_FILE._01430_,12.06
u_cpu.REG_FILE.rf\[16\]\[11\],12.06
u_cpu._0282_,12.06
u_cpu.ALU.u_wallace._1916_,12.05
u_cpu.ALU.u_wallace._0543_,12.04
u_cpu.ALU.u_wallace._1155_,12.04
u_cpu.ALU.u_wallace._1306_,12.04
u_cpu.ALU.u_wallace._3303_,12.04
u_cpu.ALU.u_wallace._3833_,12.04
u_cpu.ALU.u_wallace._4024_,12.04
u_cpu.ALU.u_wallace._4915_,12.04
u_cpu.REG_FILE._01456_,12.04
u_cpu.REG_FILE._03347_,12.04
u_cpu.REG_FILE._04056_,12.04
u_cpu.ALU.u_wallace._3929_,12.035
u_cpu.ALU.u_wallace._1585_,12.02
u_cpu.ALU.u_wallace._4105_,12.02
u_cpu.REG_FILE._01515_,12.02
u_cpu.REG_FILE.rf\[11\]\[13\],12.02
u_cpu.REG_FILE.rf\[25\]\[4\],12.02
u_cpu._0300_,12.02
u_cpu.ALU.u_wallace._0740_,12
u_cpu.ALU.u_wallace._1463_,12
u_cpu.ALU.u_wallace._4277_,12
u_cpu.IMEM._0596_,12
u_cpu.REG_FILE._02393_,12
u_cpu.REG_FILE._03760_,12
u_cpu._0314_,12
u_cpu._0387_,12
u_cpu.REG_FILE.rf\[23\]\[7\],11.98
u_cpu.REG_FILE.rf\[27\]\[7\],11.98
u_cpu.REG_FILE.rf\[21\]\[10\],11.975
u_cpu.ALU.u_wallace._1830_,11.96
u_cpu.ALU.u_wallace._4505_,11.96
u_cpu.IMEM._0484_,11.96
u_cpu.REG_FILE.rf\[4\]\[11\],11.96
u_cpu.ALU.u_wallace._0745_,11.94
u_cpu.ALU.u_wallace._3436_,11.94
u_cpu.ALU.u_wallace._2700_,11.92
u_cpu.ALU.u_wallace._4307_,11.92
u_cpu.IMEM._0883_,11.92
u_cpu.REG_FILE._01170_,11.92
u_cpu.REG_FILE._01302_,11.92
u_cpu.REG_FILE._02395_,11.92
u_cpu.REG_FILE._02449_,11.92
u_cpu._0221_,11.92
u_cpu.ALU._1206_,11.9
u_cpu.ALU.u_wallace._4239_,11.89
u_cpu.ALU._0539_,11.88
u_cpu.ALU._0556_,11.88
u_cpu.ALU.u_wallace._1827_,11.88
u_cpu.ALU.u_wallace._3874_,11.88
u_cpu.ALUResult_W_Reg\[29\],11.88
u_cpu.IMEM._0727_,11.88
u_cpu.ALU.u_wallace._1722_,11.84
u_cpu.ALU.u_wallace._1891_,11.84
u_cpu.ALU.u_wallace._4919_,11.84
u_cpu.ALU.u_wallace._0426_,11.82
u_cpu.REG_FILE._02574_,11.82
u_cpu.ALU.u_wallace._2035_,11.8
u_cpu.ALU.u_wallace._3958_,11.8
u_cpu.REG_FILE._02250_,11.8
u_cpu.REG_FILE._02378_,11.8
u_cpu.REG_FILE._02392_,11.8
u_cpu.REG_FILE.rf\[22\]\[13\],11.8
u_cpu._0444_,11.8
u_cpu.ALU._0602_,11.78
u_cpu.ALU.u_wallace._1244_,11.78
u_cpu.ALU.u_wallace._1828_,11.78
u_cpu.ALU.u_wallace._1939_,11.78
u_cpu.ALU.u_wallace._3899_,11.78
u_cpu._0594_,11.78
u_cpu.ALU.u_wallace._3028_,11.76
u_cpu.ALU.u_wallace._3948_,11.76
u_cpu.ALU.u_wallace._4337_,11.76
u_cpu.IMEM._0400_,11.76
u_cpu.REG_FILE.rf\[19\]\[14\],11.76
u_cpu.REG_FILE.wd3\[3\],11.76
u_cpu.REG_FILE.wd3\[5\],11.76
u_cpu.ALU.u_wallace._4587_,11.75
u_cpu.ALU._0187_,11.74
u_cpu.ALU.u_wallace._3216_,11.74
u_cpu.REG_FILE.rf\[23\]\[30\],11.74
u_cpu.ALU.u_wallace._0889_,11.72
u_cpu.ALU.u_wallace._3564_,11.72
u_cpu.ALU.u_wallace._3961_,11.72
u_cpu.ALU.u_wallace._4076_,11.72
u_cpu.ALU.u_wallace._4104_,11.72
u_cpu.REG_FILE._01136_,11.72
u_cpu.REG_FILE._03111_,11.72
u_cpu.REG_FILE._03671_,11.72
u_cpu.REG_FILE._04228_,11.72
u_cpu.REG_FILE._04871_,11.72
u_cpu.REG_FILE._00398_,11.705
u_cpu.ALU._0425_,11.7
u_cpu.ALU._0870_,11.7
u_cpu.ALU.u_wallace._0979_,11.7
u_cpu.IMEM._0798_,11.7
u_cpu.REG_FILE._02514_,11.7
u_cpu.REG_FILE._03542_,11.7
u_cpu.REG_FILE._04872_,11.7
u_cpu.ALU.u_wallace._4930_,11.69
u_cpu.ALU._0263_,11.68
u_cpu.ALU._1168_,11.68
u_cpu.ALU.u_wallace._1895_,11.68
u_cpu.ALU.u_wallace._2021_,11.68
u_cpu.ALU.u_wallace._4176_,11.68
u_cpu.REG_FILE._02436_,11.68
u_cpu.REG_FILE.rf\[5\]\[31\],11.68
u_cpu.REG_FILE._01798_,11.66
u_cpu.REG_FILE._03517_,11.66
u_cpu.ALU.u_wallace._1229_,11.64
u_cpu.ALU.u_wallace._4617_,11.64
u_cpu.REG_FILE._05282_,11.64
u_cpu.REG_FILE._05515_,11.64
u_cpu._0162_,11.64
u_cpu.ALU.u_wallace._0291_,11.62
u_cpu.ALU.u_wallace._2044_,11.62
u_cpu.ALU.u_wallace._3041_,11.62
u_cpu.ALU.u_wallace._4003_,11.6
u_cpu.ALU.u_wallace._4207_,11.6
u_cpu.REG_FILE._00474_,11.6
u_cpu.REG_FILE.wd3\[27\],11.6
u_cpu.ALU._0443_,11.58
u_cpu.ALU.u_wallace._0115_,11.58
u_cpu.ALU.u_wallace._1403_,11.58
u_cpu.ALU.u_wallace._4072_,11.58
u_cpu.ALU.u_wallace._4805_,11.58
u_cpu.IMEM._0541_,11.58
u_cpu.IMEM._0765_,11.58
u_cpu.REG_FILE._03544_,11.58
u_cpu.REG_FILE._04135_,11.58
u_cpu._0150_,11.58
u_cpu.ALU.u_wallace._2525_,11.575
u_cpu.ALU._1208_,11.56
u_cpu.ALU.u_wallace._0703_,11.56
u_cpu.ALU.u_wallace._4000_,11.56
u_cpu.REG_FILE._02399_,11.56
u_cpu.REG_FILE._03446_,11.56
u_cpu.ALU.u_wallace._0149_,11.54
u_cpu.ALU.u_wallace._1856_,11.54
u_cpu.ALU.u_wallace._2849_,11.54
u_cpu.ALU.u_wallace._2918_,11.54
u_cpu.ALU.u_wallace._3536_,11.54
u_cpu.ALU.u_wallace._4298_,11.54
u_cpu.ALU.u_wallace._4511_,11.54
u_cpu.IMEM._0778_,11.54
u_cpu.REG_FILE._02148_,11.54
u_cpu.REG_FILE._03165_,11.54
u_cpu.REG_FILE._03631_,11.54
u_cpu.REG_FILE._04906_,11.54
u_cpu.REG_FILE._05329_,11.53
u_cpu.ALU._0981_,11.525
u_cpu.ALU.u_wallace._1491_,11.52
u_cpu.ALU.u_wallace._3026_,11.5
u_cpu.ALU.u_wallace._4163_,11.5
u_cpu.ALU.u_wallace._4747_,11.5
u_cpu.REG_FILE._01715_,11.5
u_cpu.REG_FILE._03871_,11.5
u_cpu.REG_FILE.rf\[21\]\[12\],11.5
u_cpu.REG_FILE._01700_,11.48
u_cpu.ALU.u_wallace._4885_,11.475
u_cpu.ALU.u_wallace._0725_,11.46
u_cpu.ALU.u_wallace._2154_,11.46
u_cpu.ALU.u_wallace._2517_,11.46
u_cpu.ALU.u_wallace._2833_,11.46
u_cpu.ALU.u_wallace._3819_,11.46
u_cpu.REG_FILE._01496_,11.46
u_cpu.REG_FILE._01499_,11.46
u_cpu.REG_FILE._01967_,11.46
u_cpu.REG_FILE._02806_,11.46
u_cpu.REG_FILE.rf\[12\]\[30\],11.46
u_cpu.ALU._1252_,11.44
u_cpu.ALU.u_wallace._2592_,11.44
u_cpu.ALU.u_wallace._0865_,11.42
u_cpu.ALU.u_wallace._1588_,11.42
u_cpu.ALU.u_wallace._2286_,11.42
u_cpu.ALU.u_wallace._3268_,11.42
u_cpu.IMEM._0320_,11.42
u_cpu.IMEM._0488_,11.42
u_cpu.REG_FILE._02756_,11.42
u_cpu.REG_FILE.rf\[24\]\[13\],11.42
u_cpu.ALU.u_wallace._2398_,11.4
u_cpu.ALU.u_wallace._3922_,11.4
u_cpu.IMEM._0617_,11.4
u_cpu.REG_FILE._04226_,11.4
u_cpu._0231_,11.4
u_cpu.ALU.u_wallace._0090_,11.38
u_cpu.ALU.u_wallace._0311_,11.38
u_cpu.ALU.u_wallace._1293_,11.38
u_cpu.ALU.u_wallace._2426_,11.38
u_cpu.ALU.u_wallace._3116_,11.38
u_cpu.REG_FILE._03391_,11.38
u_cpu.REG_FILE._03684_,11.38
u_cpu.REG_FILE.rf\[11\]\[14\],11.38
u_cpu.REG_FILE._00951_,11.365
u_cpu.ALU.u_wallace._1761_,11.36
u_cpu.ALU.u_wallace._4699_,11.36
u_cpu.REG_FILE._02647_,11.36
u_cpu.ALU._0824_,11.34
u_cpu.ALU.u_wallace._0242_,11.34
u_cpu.ALU.u_wallace._2802_,11.34
u_cpu.ALU.u_wallace._3146_,11.34
u_cpu.REG_FILE._03397_,11.34
u_cpu._0648_,11.34
u_cpu.ALU._1034_,11.32
u_cpu.ALU.u_wallace._0042_,11.32
u_cpu.ALU.u_wallace._2590_,11.32
u_cpu.REG_FILE._04116_,11.32
u_cpu._0571_,11.32
u_cpu.ALU.u_wallace._0331_,11.3
u_cpu.ALU.u_wallace._0888_,11.3
u_cpu.ALU.u_wallace._4347_,11.3
u_cpu.REG_FILE._04108_,11.3
u_cpu.REG_FILE.rf\[30\]\[29\],11.3
u_cpu.REG_FILE.wd3\[1\],11.3
u_cpu._0530_,11.29
u_cpu.ALU.u_wallace._2502_,11.28
u_cpu.ALU.u_wallace._3529_,11.28
u_cpu.REG_FILE._02077_,11.28
u_cpu.REG_FILE._02582_,11.28
u_cpu._0284_,11.28
u_cpu._0156_,11.27
u_cpu.ALU._0636_,11.26
u_cpu.ALU.u_wallace._0814_,11.26
u_cpu.ALU.u_wallace._1703_,11.26
u_cpu.ALU.u_wallace._2854_,11.26
u_cpu.IMEM._0241_,11.26
u_cpu.REG_FILE._01830_,11.26
u_cpu.REG_FILE._04794_,11.26
u_cpu.REG_FILE._05209_,11.26
u_cpu.ALU._0049_,11.24
u_cpu.ALU._0182_,11.24
u_cpu.ALU._0804_,11.24
u_cpu.ALU.u_wallace._1688_,11.24
u_cpu.ALU.u_wallace._2533_,11.24
u_cpu.ALU.u_wallace._4804_,11.24
u_cpu.REG_FILE._01518_,11.24
u_cpu.REG_FILE._01597_,11.24
u_cpu.REG_FILE._01711_,11.24
u_cpu.REG_FILE._03044_,11.24
u_cpu.REG_FILE._03098_,11.24
u_cpu.REG_FILE._03611_,11.24
u_cpu.REG_FILE._05116_,11.24
u_cpu.REG_FILE.rf\[8\]\[10\],11.24
u_cpu._0168_,11.24
u_cpu._0535_,11.24
u_cpu._0541_,11.24
u_cpu.ALU.u_wallace._1190_,11.23
u_cpu.ALU.u_wallace._4043_,11.225
u_cpu.ALU.u_wallace._0511_,11.22
u_cpu.ALU.u_wallace._0614_,11.22
u_cpu.ALU.u_wallace._2485_,11.22
u_cpu.ALU.u_wallace._3075_,11.22
u_cpu.ALU.u_wallace._4509_,11.22
u_cpu.ALU.u_wallace._4548_,11.22
u_cpu.REG_FILE._02725_,11.22
u_cpu._0271_,11.22
u_cpu.ALU.u_wallace._1368_,11.2
u_cpu.ALU.u_wallace._3653_,11.2
u_cpu.ALU.u_wallace._4487_,11.2
u_cpu.IMEM._0656_,11.2
u_cpu.IMEM._0844_,11.2
u_cpu.REG_FILE.rf\[7\]\[31\],11.2
u_cpu.ALU._1099_,11.18
u_cpu.ALU.u_wallace._1298_,11.18
u_cpu.ALU.u_wallace._1847_,11.18
u_cpu.REG_FILE._02426_,11.18
u_cpu.REG_FILE._04407_,11.18
u_cpu.REG_FILE._05124_,11.18
u_cpu.REG_FILE._05161_,11.18
u_cpu.REG_FILE._05407_,11.18
u_cpu._0424_,11.18
u_cpu.ALU.u_wallace._0955_,11.16
u_cpu.ALU.u_wallace._2236_,11.16
u_cpu.ALU.u_wallace._2567_,11.16
u_cpu.ALU.u_wallace._3474_,11.16
u_cpu.REG_FILE._02660_,11.16
u_cpu.REG_FILE._04887_,11.16
u_cpu.REG_FILE.wd3\[16\],11.16
u_cpu.ALU._0486_,11.14
u_cpu.ALU._1071_,11.14
u_cpu.ALU.u_wallace._4112_,11.14
u_cpu.REG_FILE._01484_,11.14
u_cpu.REG_FILE._03813_,11.14
u_cpu.ALU._0701_,11.12
u_cpu.ALU.u_wallace._2084_,11.12
u_cpu.REG_FILE._01991_,11.12
u_cpu.REG_FILE._02040_,11.12
u_cpu.REG_FILE._03458_,11.12
u_cpu.REG_FILE._04409_,11.12
u_cpu._0258_,11.12
u_cpu.ALU._0976_,11.115
u_cpu.ALU.u_wallace._1235_,11.1
u_cpu.REG_FILE._02335_,11.1
u_cpu.REG_FILE.rf\[25\]\[8\],11.1
u_cpu.ALU._0659_,11.08
u_cpu.ALU.u_wallace._0508_,11.08
u_cpu.ALU.u_wallace._0741_,11.08
u_cpu.ALU.u_wallace._3963_,11.08
u_cpu.REG_FILE.wd3\[2\],11.08
u_cpu.ALU.u_wallace._4460_,11.06
u_cpu.IMEM._0683_,11.06
u_cpu.REG_FILE._03444_,11.06
u_cpu.ALU.u_wallace._1934_,11.04
u_cpu.ALU.u_wallace._2182_,11.04
u_cpu.ALU.u_wallace._3183_,11.04
u_cpu.ALU.u_wallace._3340_,11.04
u_cpu.ALU.u_wallace._4746_,11.04
u_cpu.ALU.u_wallace._4825_,11.04
u_cpu.REG_FILE._04299_,11.04
u_cpu.REG_FILE.rf\[5\]\[2\],11.04
u_cpu.REG_FILE._00779_,11.025
u_cpu.REG_FILE._03475_,11.025
u_cpu.ALU.u_wallace._3740_,11.02
wb_rst_i,11.01
u_cpu.ALU.u_wallace._0114_,11
u_cpu.ALU.u_wallace._1105_,11
u_cpu.ALU.u_wallace._2490_,11
u_cpu.ALU.u_wallace._2705_,11
u_cpu.IMEM._0224_,11
u_cpu.IMEM._0538_,11
u_cpu.IMEM._0867_,11
u_cpu.REG_FILE._02447_,11
u_cpu.REG_FILE._02935_,11
u_cpu.REG_FILE._03934_,11
u_cpu.REG_FILE._04220_,11
u_cpu.REG_FILE._04285_,11
u_cpu.ALU._0217_,10.96
u_cpu.ALU._1152_,10.96
u_cpu.ALU.u_wallace._0397_,10.96
u_cpu.ALU.u_wallace._0992_,10.96
u_cpu.ALU.u_wallace._1047_,10.96
u_cpu.ALU.u_wallace._1302_,10.96
u_cpu.ALU.u_wallace._2767_,10.96
u_cpu.ALU.u_wallace._4365_,10.96
u_cpu.REG_FILE._04410_,10.96
u_cpu.ALU._1033_,10.94
u_cpu.ALU._1300_,10.94
u_cpu.ALU.u_wallace._2499_,10.94
u_cpu.ALU.u_wallace._3550_,10.94
u_cpu.REG_FILE.rf\[11\]\[12\],10.94
u_cpu.ALU._1015_,10.92
u_cpu.ALU.u_wallace._0594_,10.92
u_cpu.ALU.u_wallace._1533_,10.92
u_cpu.ALU.u_wallace._2997_,10.92
u_cpu.ALU.u_wallace._3873_,10.92
u_cpu.IMEM._0676_,10.92
u_cpu.REG_FILE._02273_,10.92
u_cpu.REG_FILE._02640_,10.92
u_cpu.REG_FILE._02766_,10.92
u_cpu.REG_FILE._03245_,10.92
u_cpu.REG_FILE._02245_,10.9
u_cpu.REG_FILE._03577_,10.9
u_cpu.REG_FILE._03776_,10.9
u_cpu.ALU._0186_,10.88
u_cpu.ALU.u_wallace._1526_,10.88
u_cpu.ALU.u_wallace._1858_,10.88
u_cpu.ALU.u_wallace._3639_,10.88
u_cpu.ALU.u_wallace._4374_,10.88
u_cpu.IMEM._0081_,10.88
u_cpu.IMEM._0232_,10.88
u_cpu.REG_FILE._01698_,10.88
u_cpu.REG_FILE._02905_,10.88
u_cpu.REG_FILE._04009_,10.88
u_cpu.REG_FILE.rf\[29\]\[9\],10.88
u_cpu.ALU._0024_,10.86
u_cpu.ALU.u_wallace._1284_,10.86
u_cpu.ALU.u_wallace._2771_,10.86
u_cpu.ALU.u_wallace._3184_,10.86
u_cpu.ALU.u_wallace._3209_,10.86
u_cpu.ALU.u_wallace._4278_,10.86
u_cpu.ALU.u_wallace._4428_,10.86
u_cpu.REG_FILE._02688_,10.86
u_cpu.REG_FILE._03788_,10.86
u_cpu.REG_FILE._04531_,10.86
u_cpu.REG_FILE._05489_,10.86
u_cpu.REG_FILE._05497_,10.86
u_cpu.REG_FILE._05682_,10.86
u_cpu._0289_,10.86
u_cpu._0309_,10.86
u_cpu.ALU._0052_,10.84
u_cpu.ALU._0788_,10.84
u_cpu.ALU.u_wallace._0952_,10.84
u_cpu.ALU.u_wallace._1850_,10.84
u_cpu.ALU.u_wallace._2264_,10.84
u_cpu.ALU.u_wallace._2709_,10.84
u_cpu.IMEM.a\[19\],10.84
u_cpu.REG_FILE.rf\[17\]\[20\],10.84
